customer_id,first_name,last_name,email,country,age,annual_revenue,account_status
C202439,Alex,Patel,alex.patel2439@example.com,United Kingdom,62,88490,Prospect
C100236,Morgan,Smith,morgan.smith2799@example.com,United States,50,235794,Prospect
C201717,Alex,Davis,alex.davis1717@example.com,Canada,29,467450,Active
C100150,Riley,Garcia,riley.garcia3139@example.com,United States,32,138739,Prospect
C100030,Reese,Davis,reese.davis599@example.com,Canada,64,318197,Inactive
C203656,Reese,Johnson,reese.johnson3656@example.com,United States,47,325171,Inactive
C100003,Reese,Garcia,reese.garcia2455@example.com,United States,26,N/A,Prospect
C201134,Casey,Garcia,casey.garcia1134@example.com,United Kingdom,55,92836,Inactive
C100176,Morgan,Miller,,US,41,153045,Inactive
C202338,Riley,Davis,riley.davis2338@example.com,USA,43,43821,Inactive
C100216,Jordan,Chen,jordan.chen315@example.com,Germany,78,416459,Prospect
C100368,Taylor,Wilson,taylor.wilson4100@example.com,United States,39,451100,Prospect
C201891,Casey,Chen,,USA,49,127274,Active
C200396,Jordan,Davis,jordan.davis396@example.com,USA,72,186856,Prospect
C200435,Avery,Wilson,avery.wilson435@example.com,Mexico,63,153712,Active
C203371,Casey,Kim,casey.kim3371@example.com,United States,18,42378,Active
C203716,Casey,Miller,casey.miller3716@example.com,Australia,56,252684,Inactive
C203181,Jordan,Chen,jordan.chen3181@example.com,United Kingdom,39,187227,Inactive
C100335,Riley,Wilson,riley.wilson3097@example.com,US,56,266510,Prospect
C100328,Casey,Miller,,United States,71,129847,Inactive
C202142,Casey,Kim,,United states,76,331263,Inactive
C200495,Jamie,Patel,jamie.patel495@example.com,Australia,69,433785,Active
C202469,Casey,Wilson,casey.wilson2469@example.com,United States,50,224588,Inactive
C100296,Taylor,Patel,taylor.patel1186@example.com,Germany,33,398779,Active
C202284,Alex,Garcia,,united states,50,393018,Inactive
C200028,Alex,Kim,alex.kim28@example.com,Canada,64,71048,Active
C201843,Casey,Patel,,United States,51,391003,Prospect
C203323,Alex,Johnson,alex.johnson3323@example.com,USA,54,367298,Prospect
C204009,Morgan,Patel,morgan.patel4009@example.com,united states,29,340733,Inactive
C201418,Jamie,Smith,,Mexico,64,310475,Active
C100385,Taylor,Kim,taylor.kim2306@example.com,UNITED STATES,32,329787,Prospect
C100058,Jordan,Davis,jordan.davis3814@example.com,Canada,48,356664,Inactive
C200005,Avery,Miller,,US,75,353281,Active
C200432,Morgan,Chen,,United States,82,279334,Active
C200043,Jordan,Wilson,,United States,75,244833,Active
C201795,Reese,Garcia,reese.garcia1795@example.com,United Kingdom,49,471485,Active
C200289,Casey,Wilson,casey.wilson289@example.com,Canada,26,345642,Active
C100021,Jamie,Garcia,,United States,61,"$125,500",Inactive
C100122,Alex,Garcia,,us,70,86258,Prospect
C203184,Casey,Wilson,,Germany,66,72518,Prospect
C203031,Jamie,Miller,jamie.miller3031@example.com,United States,25,461565,Active
C202458,Casey,Smith,casey.smith2458@example.com,Canada,65,219704,Prospect
C202145,Taylor,Patel,,Germany,67,114164,Prospect
C200074,Taylor,Wilson,,Canada,29,137717,Active
C202589,Avery,Kim,avery.kim2589@example.com,United states,81,381710,Inactive
C100301,Taylor,Chen,taylor.chen1814@example.com,United States,72,246810,Inactive
C100282,Morgan,Johnson,,Germany,24,226703,Inactive
C203517,Reese,Davis,,Canada,66,65821,Inactive
C100121,Jamie,Davis,,United Kingdom,77,148869,Prospect
C202599,Taylor,Johnson,,United States,20,"$125,500",Prospect
C202032,Jamie,Miller,jamie.miller2032@example.com,United States,63,230231,Inactive
C200085,Quinn,Kim,quinn.kim85@example.com,United Kingdom,40,166279,Active
C204133,Riley,Johnson,riley.johnson4133@example.com,United States,18,451366,Prospect
C201111,Morgan,Garcia,morgan.garcia1111@example.com,united states,26,372475,Prospect
C203591,Reese,Chen,reese.chen3591@example.com,United States,72,239143,Prospect
C201664,Taylor,Miller,taylor.miller1664@example.com,United States,31,390406,Active
C100052,Casey,Davis,,United Kingdom,50,31375,Inactive
C201494,Morgan,Smith,morgan.smith1494@example.com,United Kingdom,75,166137,Prospect
C201075,Jordan,Garcia,jordan.garcia1075@example.com,UNITED STATES,56,367870,Inactive
C202323,Alex,Johnson,alex.johnson2323@example.com,United Kingdom,35,338505,Inactive
C203006,Riley,Brown,,US,37,52210,Active
C203258,Morgan,Miller,,Canada,49,54520,Inactive
C100047,Alex,Patel,,United States,43,"$45,000",Inactive
C100107,Jamie,Johnson,jamie.johnson2218@example.com,Germany,57,401406,Inactive
C202966,Quinn,Kim,quinn.kim2966@example.com,United States,34,367303,Inactive
C100305,Jordan,Kim,jordan.kim2179@example.com,United States,29,61712,Prospect
C201952,Riley,Smith,,United States,27,199286,Prospect
C202911,Riley,Kim,riley.kim2911@example.com,Germany,35,373077,Prospect
C203412,Morgan,Wilson,,United States,18,161486,Prospect
C100107,Avery,Miller,,United States,50,367359,Active
C201284,Casey,Wilson,casey.wilson1284@example.com,United States,21,318470,Active
C200089,Casey,Brown,,United States,49,306697,Active
C200177,Jamie,Garcia,jamie.garcia177@example.com,United Kingdom,39,196753,Prospect
C200853,Alex,Kim,alex.kim853@example.com,United States,52,99107,Active
C203810,Riley,Kim,riley.kim3810@example.com,United states,54,441036,Inactive
C201201,Casey,Patel,casey.patel1201@example.com,Canada,82,258261,Prospect
C100183,Quinn,Davis,,United States,22,356225,Active
C100088,Jamie,Chen,jamie.chen3743@example.com,Germany,71,20099,Prospect
C100224,Riley,Miller,riley.miller2805@example.com,Mexico,27,216090,Inactive
C202468,Quinn,Miller,,United States,78,"$125,500",Active
C201419,Avery,Johnson,avery.johnson1419@example.com,us,70,72768,Inactive
C202056,Casey,Chen,,Canada,25,190949,Prospect
C200712,Jamie,Johnson,jamie.johnson712@example.com,US,35,145085,Active
C100154,Jordan,Miller,jordan.miller934@example.com,United Kingdom,70,N/A,Inactive
C200996,Morgan,Patel,,United States,43,130663,Active
C100123,Riley,Patel,riley.patel3176@example.com,United States,27,74567,Active
C200737,Avery,Kim,avery.kim737@example.com,United States,40,247747,Inactive
C204075,Jamie,Wilson,,USA,71,"$45,000",Inactive
C202106,Casey,Chen,,Germany,47,436013,Active
C202654,Quinn,Patel,quinn.patel2654@example.com,Mexico,46,299744,Inactive
C201866,Morgan,Garcia,morgan.garcia1866@example.com,Canada,22,361503,Inactive
C202160,Jordan,Garcia,jordan.garcia2160@example.com,America,24,139002,Active
C201759,Morgan,Smith,morgan.smith1759@example.com,United States,72,479925,Active
C202622,Taylor,Chen,taylor.chen2622@example.com,U.S.A.,34,165355,Active
C202036,Reese,Johnson,,United States,60,432929,Active
C202553,Reese,Johnson,reese.johnson2553@example.com,United States,78,189992,Active
C201716,Casey,Garcia,casey.garcia1716@example.com,United States,36,471493,Active
C100234,Taylor,Patel,taylor.patel944@example.com,USA.,55,405788,Active
C202304,Casey,Miller,casey.miller2304@example.com,Canada,52,133627,Inactive
C201992,Jamie,Davis,jamie.davis1992@example.com,Germany,75,405774,Prospect
C202945,Reese,Brown,reese.brown2945@example.com,Canada,23,243454,Inactive
C100322,Reese,Wilson,,United States,40,457678,Inactive
C100287,Quinn,Davis,,Germany,40,214804,Prospect
C201535,Reese,Miller,reese.miller1535@example.com,Canada,78,132351,Prospect
C204049,Riley,Smith,,United Kingdom,36,166262,Inactive
C200305,Reese,Davis,reese.davis305@example.com,Germany,30,210499,Active
C100397,Jordan,Chen,jordan.chen3215@example.com,United States,73,359319,Active
C201800,Casey,Garcia,casey.garcia1800@example.com,United States,39,103206,Prospect
C201513,Jamie,Chen,jamie.chen1513@example.com,United States,18,476632,Prospect
C203464,Jamie,Brown,jamie.brown3464@example.com,United States,26,"$125,500",Active
C100291,Quinn,Davis,quinn.davis2229@example.com,Australia,20,280814,Inactive
C203604,Jamie,Patel,jamie.patel3604@example.com,Germany,69,459689,Prospect
C203922,Avery,Smith,avery.smith3922@example.com,Canada,52,387706,Active
C100112,Alex,Chen,alex.chen408@example.com,Australia,75,"$125,500",Active
C202366,Jordan,Miller,,United States,19,192160,Inactive
C200426,Jordan,Smith,jordan.smith426@example.com,United States,59,105196,Inactive
C202030,Reese,Kim,reese.kim2030@example.com,United States,33,372718,Active
C200344,Avery,Johnson,,United States,53,156871,Active
C100094,Morgan,Miller,morgan.miller4008@example.com,US,67,211719,Prospect
C200024,Casey,Chen,,USA,38,332740,Active
C100148,Jordan,Garcia,jordan.garcia2348@example.com,United States,70,403631,Inactive
C200461,Morgan,Brown,morgan.brown461@example.com,United States,64,297521,Prospect
C203467,Casey,Patel,casey.patel3467@example.com,Australia,59,233652,Active
C100327,Reese,Johnson,reese.johnson3473@example.com,united states,82,207827,Inactive
C203292,Taylor,Kim,,United States,35,464793,Inactive
C203460,Taylor,Davis,,Mexico,34,146748,Prospect
C204066,Jordan,Chen,jordan.chen4066@example.com,United States,39,67219,Prospect
C203185,Avery,Wilson,avery.wilson3185@example.com,United States,40,80722,Active
C202043,Riley,Johnson,riley.johnson2043@example.com,United States,57,102154,Prospect
C200964,Quinn,Johnson,quinn.johnson964@example.com,USA,29,235507,Active
C202583,Reese,Wilson,,USA,46,297454,Active
C203879,Riley,Johnson,riley.johnson3879@example.com,United States,63,N/A,Prospect
C203264,Quinn,Chen,,U.S.,36,287196,Prospect
C100279,Jamie,Miller,jamie.miller4000@example.com,Australia,65,"$125,500",Inactive
C200855,Morgan,Johnson,morgan.johnson855@example.com,United Kingdom,48,395271,Prospect
C100354,Avery,Johnson,avery.johnson3635@example.com,United States,43,238374,Prospect
C204029,Morgan,Garcia,morgan.garcia4029@example.com,United States,55,70482,Active
C202355,Avery,Davis,,US,80,46678,Active
C203193,Riley,Chen,riley.chen3193@example.com,United States,18,358233,Prospect
C200892,Quinn,Wilson,,United Kingdom,77,330489,Inactive
C202421,Riley,Chen,riley.chen2421@example.com,United States,32,125088,Prospect
C100411,Alex,Smith,alex.smith2859@example.com,United States,19,338001,Active
C100283,Morgan,Kim,morgan.kim130@example.com,United States,35,391795,Inactive
C100162,Jamie,Patel,,Australia,59,48528,Inactive
C100316,Quinn,Garcia,,Australia,33,267264,Prospect
C201996,Avery,Kim,avery.kim1996@example.com,US,25,363762,Inactive
C200471,Riley,Garcia,,Germany,35,73383,Prospect
C200123,Taylor,Davis,taylor.davis123@example.com,United States,45,198413,Active
C202574,Quinn,Johnson,quinn.johnson2574@example.com,united states,55,45397,Inactive
C200072,Jordan,Chen,,United States,28,158243,Prospect
C201589,Jamie,Davis,jamie.davis1589@example.com,United States,35,185841,Inactive
C100391,Riley,Miller,riley.miller2864@example.com,Germany,18,46369,Inactive
C202738,Morgan,Patel,,United Kingdom,62,"$125,500",Inactive
C201179,Jamie,Davis,jamie.davis1179@example.com,united states,44,290610,Prospect
C203114,Quinn,Johnson,quinn.johnson3114@example.com,U.S.,39,35362,Prospect
C201871,Quinn,Miller,,United Kingdom,38,164509,Inactive
C100266,Riley,Garcia,riley.garcia2821@example.com,Mexico,19,333567,Prospect
C200376,Riley,Chen,riley.chen376@example.com,United States,58,220172,Inactive
C203961,Avery,Kim,avery.kim3961@example.com,Mexico,31,295552,Active
C203838,Taylor,Johnson,,United Kingdom,76,448237,Prospect
C203367,Reese,Patel,reese.patel3367@example.com,United States,72,284554,Active
C200101,Reese,Brown,reese.brown101@example.com,United States,27,393223,Inactive
C203547,Quinn,Wilson,quinn.wilson3547@example.com,United Kingdom,50,402265,Active
C100243,Alex,Patel,,United States,20,91179,Prospect
C200878,Alex,Garcia,alex.garcia878@example.com,Australia,19,394879,Active
C203901,Morgan,Smith,,United States,51,127677,Prospect
C200601,Casey,Miller,casey.miller601@example.com,Australia,77,160540,Prospect
C204038,Morgan,Johnson,,UNITED STATES,21,368297,Inactive
C100019,Reese,Miller,reese.miller2482@example.com,us,79,178528,Prospect
C200306,Jamie,Kim,jamie.kim306@example.com,United States,70,57247,Active
C201996,Avery,Kim,avery.kim1996@example.com,US,25,363762,Inactive
C202540,Morgan,Smith,,United States,56,99775,Inactive
C200907,Jamie,Chen,jamie.chen907@example.com,United States,47,456209,Prospect
C204022,Reese,Johnson,reese.johnson4022@example.com,United States,58,195786,Active
C201304,Reese,Brown,,United States,70,N/A,Active
C200027,Reese,Wilson,reese.wilson27@example.com,United States,59,102675,Inactive
C100169,Casey,Brown,,United States,19,376286,Active
C100013,Riley,Davis,,United states,31,457731,Prospect
C200935,Taylor,Brown,,USA,21,474543,Prospect
C200248,Casey,Patel,,US,60,135036,Active
C200025,Quinn,Garcia,quinn.garcia25@example.com,United States,70,196618,Inactive
C202983,Riley,Wilson,riley.wilson2983@example.com,Canada,59,103101,Prospect
C100164,Morgan,Kim,,United States,63,254690,Prospect
C100220,Taylor,Wilson,,United States,78,463959,Prospect
C100329,Riley,Garcia,,US,73,N/A,Prospect
C202360,Jamie,Davis,,United States,58,411541,Prospect
C100004,Taylor,Smith,taylor.smith312@example.com,US,65,280449,Prospect
C203510,Avery,Patel,,Canada,25,197126,Active
C100122,Reese,Kim,reese.kim3156@example.com,Australia,55,208669,Inactive
C100331,Quinn,Kim,,Australia,20,460265,Active
C202027,Avery,Patel,avery.patel2027@example.com,Australia,20,55805,Prospect
C200450,Alex,Miller,alex.miller450@example.com,United States,31,42477,Inactive
C202612,Jordan,Smith,,United States,34,153758,Prospect
C203177,Quinn,Miller,quinn.miller3177@example.com,Germany,69,137189,Active
C202894,Morgan,Patel,morgan.patel2894@example.com,Canada,28,312788,Prospect
C100267,Casey,Chen,casey.chen3938@example.com,USA,70,76463,Active
C203093,Quinn,Miller,quinn.miller3093@example.com,United States,43,300897,Inactive
C204060,Taylor,Brown,taylor.brown4060@example.com,America,25,424463,Active
C201028,Reese,Wilson,reese.wilson1028@example.com,United States,28,386510,Inactive
C201165,Riley,Miller,riley.miller1165@example.com,Australia,66,181183,Inactive
C200747,Avery,Miller,,United States,22,"$45,000",Prospect
C202678,Avery,Miller,avery.miller2678@example.com,USA,37,255675,Inactive
C203910,Riley,Davis,riley.davis3910@example.com,Australia,25,N/A,Prospect
C202248,Taylor,Davis,taylor.davis2248@example.com,Canada,50,403491,Prospect
C200024,Casey,Chen,,USA,38,332740,Active
C100005,Casey,Wilson,,United States,64,"$125,500",Inactive
C200492,Avery,Johnson,avery.johnson492@example.com,United States,33,277684,Active
C203549,Jamie,Garcia,jamie.garcia3549@example.com,United States,44,409959,Prospect
C203117,Reese,Miller,reese.miller3117@example.com,Australia,80,421295,Active
C202515,Reese,Kim,reese.kim2515@example.com,United States,21,146927,Prospect
C203952,Riley,Kim,riley.kim3952@example.com,Germany,71,400012,Prospect
C201098,Taylor,Wilson,taylor.wilson1098@example.com,United States,71,394995,Active
C203984,Jamie,Miller,jamie.miller3984@example.com,US,18,253739,Prospect
C201364,Reese,Chen,reese.chen1364@example.com,US,82,397734,Active
C200212,Quinn,Kim,quinn.kim212@example.com,USA,49,224287,Active
C200082,Casey,Davis,,United States,63,159811,Inactive
C203144,Alex,Johnson,alex.johnson3144@example.com,Australia,26,281585,Active
C100043,Taylor,Miller,,United States,66,119096,Inactive
C100386,Avery,Patel,avery.patel665@example.com,United Kingdom,75,226695,Active
C200823,Jamie,Davis,jamie.davis823@example.com,USA,73,245898,Inactive
C200536,Jamie,Patel,jamie.patel536@example.com,Germany,42,231672,Inactive
C100050,Riley,Miller,,Mexico,27,160075,Prospect
C202316,Avery,Miller,avery.miller2316@example.com,USA,77,352877,Active
C203242,Jordan,Johnson,jordan.johnson3242@example.com,US,64,253585,Active
C200554,Morgan,Johnson,,Canada,53,382723,Inactive
C100390,Jordan,Garcia,jordan.garcia1540@example.com,United States,60,392186,Inactive
C200716,Reese,Patel,reese.patel716@example.com,Germany,45,216783,Active
C203585,Quinn,Miller,,Mexico,39,80713,Active
C202427,Jordan,Patel,jordan.patel2427@example.com,United Kingdom,46,292881,Active
C100181,Casey,Patel,,Mexico,73,168332,Inactive
C100175,Quinn,Smith,quinn.smith205@example.com,United Kingdom,69,192700,Prospect
C201139,Jordan,Brown,jordan.brown1139@example.com,US,56,123666,Active
C100194,Jamie,Davis,,USA,31,342373,Inactive
C100162,Taylor,Davis,,USA,82,420368,Active
C203070,Casey,Patel,,Canada,51,"$125,500",Inactive
C100224,Taylor,Wilson,taylor.wilson2709@example.com,Canada,78,392434,Inactive
C202387,Casey,Garcia,,US,68,149700,Inactive
C200391,Taylor,Brown,,United States,78,258138,Inactive
C201994,Jamie,Smith,jamie.smith1994@example.com,Australia,39,116615,Inactive
C100117,Riley,Garcia,riley.garcia1661@example.com,Germany,77,164928,Inactive
C200708,Riley,Wilson,riley.wilson708@example.com,Mexico,31,46298,Inactive
C201626,Reese,Johnson,reese.johnson1626@example.com,Mexico,50,206630,Inactive
C202114,Avery,Smith,avery.smith2114@example.com,United States,72,448925,Active
C203923,Riley,Kim,riley.kim3923@example.com,us,70,202300,Active
C100226,Alex,Smith,,Australia,53,N/A,Active
C100296,Riley,Miller,,United States,68,189175,Active
C203980,Riley,Davis,riley.davis3980@example.com,Australia,77,388242,Prospect
C100368,Alex,Wilson,alex.wilson1912@example.com,United States,77,451133,Prospect
C200748,Jamie,Smith,jamie.smith748@example.com,United Kingdom,66,143908,Prospect
C202136,Jamie,Garcia,jamie.garcia2136@example.com,United States,20,96957,Prospect
C204128,Alex,Davis,,Australia,47,339428,Prospect
C203321,Riley,Chen,riley.chen3321@example.com,United States,32,410102,Inactive
C200979,Riley,Chen,riley.chen979@example.com,Germany,62,216282,Inactive
C100225,Alex,Brown,alex.brown4143@example.com,U.S.,34,305352,Active
C200060,Riley,Kim,,Mexico,21,103194,Prospect
C203915,Morgan,Chen,morgan.chen3915@example.com,United States,61,469232,Active
C100388,Alex,Patel,,United Kingdom,37,N/A,Inactive
C200620,Avery,Miller,avery.miller620@example.com,United States,22,145863,Inactive
C202952,Jamie,Smith,,Germany,44,360489,Inactive
C200680,Casey,Patel,,U.S.,47,375672,Active
C202244,Quinn,Patel,quinn.patel2244@example.com,U.S.A.,29,172016,Inactive
C201043,Casey,Miller,,United States,59,112687,Prospect
C204124,Alex,Chen,alex.chen4124@example.com,United States,41,331965,Inactive
C100118,Jamie,Kim,jamie.kim3370@example.com,Australia,66,382657,Active
C100205,Quinn,Wilson,,United States,58,286217,Inactive
C201136,Reese,Patel,,Canada,65,56389,Prospect
C203263,Jamie,Chen,jamie.chen3263@example.com,Australia,37,372921,Prospect
C202432,Jamie,Johnson,,United States,27,444971,Prospect
C204094,Jamie,Johnson,jamie.johnson4094@example.com,USA,54,268005,Inactive
C202076,Morgan,Patel,,Canada,50,476436,Inactive
C100114,Alex,Johnson,alex.johnson3436@example.com,United States,78,324231,Inactive
C100119,Quinn,Kim,quinn.kim761@example.com,United States,70,433058,Active
C201303,Morgan,Chen,,United States,23,230692,Inactive
C202716,Taylor,Chen,taylor.chen2716@example.com,Germany,46,211781,Prospect
C100069,Casey,Smith,,Canada,18,115221,Inactive
C100305,Riley,Smith,,United Kingdom,50,28536,Active
C100308,Taylor,Brown,,united states,54,168861,Active
C203398,Morgan,Davis,,United States,63,380738,Inactive
C100155,Taylor,Wilson,taylor.wilson994@example.com,united states,37,436194,Prospect
C203312,Jamie,Wilson,jamie.wilson3312@example.com,Australia,63,90124,Inactive
C202302,Reese,Davis,,United States,25,228975,Inactive
C204030,Reese,Davis,,U.S.,70,"$45,000",Inactive
C202070,Jordan,Davis,jordan.davis2070@example.com,Australia,42,210041,Inactive
C201428,Avery,Patel,,United States,74,91940,Active
C204117,Quinn,Brown,quinn.brown4117@example.com,United States,58,105453,Inactive
C201081,Quinn,Smith,,Canada,69,N/A,Inactive
C100002,Riley,Davis,,Canada,44,290912,Inactive
C201223,Jordan,Garcia,jordan.garcia1223@example.com,United States,61,76570,Active
C200579,Quinn,Brown,quinn.brown579@example.com,United States,67,223712,Active
C200251,Morgan,Patel,,Australia,51,367978,Active
C201851,Jamie,Garcia,jamie.garcia1851@example.com,united states,23,257381,Inactive
C203310,Alex,Davis,alex.davis3310@example.com,Canada,60,63926,Active
C203915,Morgan,Chen,morgan.chen3915@example.com,United States,61,469232,Active
C203459,Jordan,Johnson,jordan.johnson3459@example.com,United States,73,466860,Inactive
C201091,Jordan,Johnson,,Canada,71,138468,Inactive
C201266,Taylor,Davis,,USA,26,304524,Active
C100208,Casey,Davis,,United States,70,381646,Prospect
C202182,Casey,Garcia,,Australia,30,306829,Active
C203564,Reese,Garcia,,Canada,33,206413,Prospect
C203597,Morgan,Patel,,Canada,72,310018,Active
C100385,Alex,Davis,,Canada,28,122020,Inactive
C100143,Jordan,Wilson,jordan.wilson3169@example.com,United States of America,77,223896,Prospect
C200199,Taylor,Garcia,taylor.garcia199@example.com,Mexico,75,120746,Active
C100190,Reese,Chen,,United States,76,238038,Inactive
C201112,Alex,Garcia,alex.garcia1112@example.com,United Kingdom,45,60907,Active
C201680,Jordan,Johnson,jordan.johnson1680@example.com,United Kingdom,28,89668,Inactive
C201415,Jordan,Wilson,,U.S.,78,79425,Inactive
C200406,Riley,Brown,riley.brown406@example.com,Germany,28,108063,Inactive
C100356,Avery,Kim,avery.kim314@example.com,United States,57,424493,Prospect
C202213,Casey,Patel,,United States,19,292690,Inactive
C100255,Quinn,Brown,quinn.brown988@example.com,USA,66,289627,Inactive
C203594,Reese,Davis,,United States,50,392032,Prospect
C203722,Jamie,Davis,,United States,71,364409,Prospect
C201782,Casey,Wilson,,United states,66,145783,Prospect
C200750,Reese,Chen,reese.chen750@example.com,Canada,52,257170,Active
C202155,Avery,Davis,avery.davis2155@example.com,Germany,49,126464,Inactive
C100032,Alex,Brown,alex.brown37@example.com,Germany,24,162483,Prospect
C201741,Morgan,Patel,,Australia,79,313214,Active
C203022,Casey,Patel,casey.patel3022@example.com,Australia,23,346971,Active
C201822,Casey,Chen,casey.chen1822@example.com,USA,70,73897,Inactive
C201234,Jamie,Johnson,jamie.johnson1234@example.com,Germany,50,258361,Active
C200989,Quinn,Johnson,quinn.johnson989@example.com,America,71,80017,Active
C200753,Morgan,Miller,morgan.miller753@example.com,US,51,350196,Active
C201247,Avery,Wilson,avery.wilson1247@example.com,Germany,77,351556,Inactive
C202042,Reese,Chen,,Germany,48,363598,Inactive
C201669,Quinn,Brown,quinn.brown1669@example.com,United Kingdom,40,359512,Prospect
C100363,Jamie,Wilson,jamie.wilson3118@example.com,USA,35,368912,Active
C100370,Jordan,Brown,jordan.brown3809@example.com,US,34,169962,Inactive
C100227,Casey,Smith,casey.smith1455@example.com,Australia,73,320440,Prospect
C200000,Reese,Patel,,United States,65,174615,Prospect
C201296,Morgan,Davis,morgan.davis1296@example.com,Germany,69,196274,Active
C202090,Alex,Chen,alex.chen2090@example.com,US,35,358268,Inactive
C100084,Jordan,Brown,jordan.brown2539@example.com,United States,32,37519,Active
C201508,Reese,Brown,reese.brown1508@example.com,United States,82,96158,Prospect
C200597,Jamie,Garcia,,united states,68,65767,Active
C201158,Alex,Miller,alex.miller1158@example.com,United States,58,91744,Active
C100208,Morgan,Smith,morgan.smith705@example.com,Mexico,50,416866,Inactive
C203346,Alex,Davis,alex.davis3346@example.com,Canada,44,153058,Inactive
C200721,Alex,Brown,,United States,37,48251,Prospect
C100419,Riley,Miller,,USA,49,471604,Active
C201993,Jamie,Brown,,U.S.A.,57,121302,Inactive
C202905,Casey,Chen,casey.chen2905@example.com,Germany,62,232039,Active
C202025,Jamie,Smith,,United States,41,129335,Prospect
C202714,Avery,Chen,,US,62,307422,Active
C202054,Jamie,Johnson,jamie.johnson2054@example.com,United states,19,398363,Prospect
C100411,Avery,Brown,avery.brown2495@example.com,Canada,50,309914,Active
C201267,Riley,Brown,riley.brown1267@example.com,Canada,65,468002,Prospect
C100292,Jordan,Johnson,jordan.johnson1606@example.com,United States,33,27582,Active
C100079,Riley,Johnson,,United States,74,322486,Prospect
C100299,Jordan,Brown,jordan.brown3633@example.com,U.S.,58,325017,Active
C204031,Quinn,Davis,quinn.davis4031@example.com,United States,72,343524,Prospect
C100257,Quinn,Smith,,Germany,18,179005,Active
C202061,Riley,Davis,,United States,63,349703,Prospect
C202150,Jordan,Chen,,United states,71,46787,Prospect
C204087,Quinn,Johnson,,United States,68,459347,Active
C100195,Avery,Patel,,United States,65,403786,Inactive
C203894,Jamie,Smith,,U.S.,46,34926,Active
C202913,Jordan,Patel,,Australia,80,475190,Active
C204093,Alex,Davis,,United States,80,93617,Inactive
C202776,Riley,Miller,riley.miller2776@example.com,Germany,69,194854,Inactive
C200966,Jamie,Davis,jamie.davis966@example.com,United States,20,279595,Inactive
C200837,Reese,Miller,,United States,21,237756,Inactive
C100157,Casey,Chen,,US,65,453764,Prospect
C100261,Jamie,Patel,jamie.patel2007@example.com,Germany,31,93771,Inactive
C100214,Taylor,Garcia,taylor.garcia2708@example.com,Canada,21,415441,Prospect
C200250,Jordan,Miller,,Canada,41,210798,Inactive
C200468,Casey,Davis,,Australia,27,83080,Prospect
C200443,Reese,Kim,reese.kim443@example.com,United States,18,226838,Active
C202156,Reese,Smith,reese.smith2156@example.com,Mexico,50,142301,Prospect
C203934,Avery,Kim,,United States,77,102725,Prospect
C100333,Morgan,Patel,morgan.patel583@example.com,Canada,75,409721,Inactive
C100289,Casey,Kim,casey.kim1634@example.com,Mexico,24,302543,Active
C100110,Avery,Smith,avery.smith318@example.com,United Kingdom,60,173309,Active
C203425,Jamie,Johnson,jamie.johnson3425@example.com,Canada,73,23884,Active
C202838,Quinn,Brown,quinn.brown2838@example.com,Canada,53,474134,Prospect
C203522,Riley,Kim,riley.kim3522@example.com,Germany,57,366929,Prospect
C100385,Casey,Garcia,,United States of America,26,86295,Inactive
C201527,Alex,Kim,,Germany,18,195637,Active
C100082,Riley,Smith,riley.smith2795@example.com,United States,23,159341,Prospect
C203702,Quinn,Smith,,United States,77,131911,Inactive
C203919,Jordan,Wilson,jordan.wilson3919@example.com,Australia,69,266485,Prospect
C201893,Riley,Brown,riley.brown1893@example.com,United states,64,183864,Prospect
C100315,Taylor,Wilson,,United States,69,352382,Prospect
C203262,Taylor,Smith,,United Kingdom,35,249582,Active
C100038,Jordan,Wilson,,Australia,33,99785,Inactive
C200791,Avery,Wilson,avery.wilson791@example.com,U.S.,78,27264,Active
C201857,Alex,Kim,,United Kingdom,79,202644,Active
C202933,Avery,Miller,avery.miller2933@example.com,United States,30,383296,Prospect
C202704,Jordan,Smith,jordan.smith2704@example.com,U.S.,22,26945,Inactive
C202103,Riley,Davis,,United Kingdom,28,266510,Active
C100058,Jamie,Patel,jamie.patel1803@example.com,Australia,53,441765,Active
C201635,Quinn,Wilson,quinn.wilson1635@example.com,United States,22,58284,Prospect
C201653,Morgan,Chen,,Germany,26,88603,Inactive
C100205,Jamie,Smith,jamie.smith3786@example.com,United Kingdom,41,189113,Prospect
C100365,Jordan,Johnson,jordan.johnson2936@example.com,United States,64,423862,Active
C100307,Taylor,Smith,taylor.smith3334@example.com,United States,27,207062,Inactive
C202287,Jamie,Johnson,jamie.johnson2287@example.com,United States,77,175092,Inactive
C203835,Quinn,Brown,,United States,72,N/A,Inactive
C202761,Taylor,Smith,taylor.smith2761@example.com,UNITED STATES,27,231667,Active
C100188,Jordan,Miller,,Germany,126,427008,Inactive
C100242,Reese,Davis,reese.davis2493@example.com,Mexico,41,48818,Prospect
C200880,Morgan,Johnson,morgan.johnson880@example.com,U.S.,67,70889,Active
C203584,Taylor,Wilson,,Germany,52,184676,Active
C204152,Taylor,Smith,taylor.smith4152@example.com,United States of America,30,281021,Inactive
C200857,Jamie,Kim,,Germany,72,293159,Inactive
C100082,Reese,Garcia,reese.garcia1747@example.com,United States,29,197057,Prospect
C100409,Avery,Smith,avery.smith228@example.com,United States,76,316585,Active
C100104,Avery,Miller,avery.miller3388@example.com,united states,53,112230,Inactive
